show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in
s4693,Movie,Mom,Ravi Udyawar,India,8/21/2018,2017,TV-14,139 min,"Dramas, International Movies, Thrillers"
s3011,TV Show,Ares,Not Given,Netherlands,1/17/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s420,Movie,Chhota Bheem: Bheem vs Aliens,Rajiv Chilaka,India,7/22/2021,2010,TV-Y7,69 min,"Children & Family Movies, Sports Movies"
s1446,Movie,Asphalt Burning,Hallvard Bræin,Norway,1/2/2021,2020,TV-14,101 min,"Action & Adventure, Comedies, International Movies"
s5579,TV Show,Buddy Thunderstruck,Not Given,United States,3/10/2017,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s918,Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,5/5/2021,2019,TV-MA,109 min,"Documentaries, Dramas"
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,Not Given,8/7/2021,2020,TV-PG,139 min,"International Movies, Music & Musicals"
s1504,TV Show,Lovestruck in the City,Not Given,South Korea,12/22/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s7698,Movie,Painted Faces,Alex Law,Hong Kong,8/16/2018,1988,TV-PG,108 min,"Dramas, International Movies"
s1169,TV Show,DOTA: Dragon's Blood,Not Given,United States,3/25/2021,2021,TV-MA,1 Season,Anime Series
s7803,Movie,Pulp Fiction,Quentin Tarantino,United States,1/1/2019,1994,R,154 min,"Classic Movies, Cult Movies, Dramas"
s3520,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,Not Given,Japan,9/13/2019,2019,TV-MA,1 Season,"Anime Series, International TV Shows, TV Horror"
s2685,TV Show,The Innocence Files,Not Given,United States,4/15/2020,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s4667,Movie,Garbage,Qaushiq Mukherjee,India,9/1/2018,2018,TV-MA,109 min,"Dramas, Independent Movies, International Movies"
s7161,Movie,Kaalia,Tinnu Anand,India,12/31/2019,1981,TV-14,173 min,"Action & Adventure, Dramas, International Movies"
s6104,Movie,Ahista Ahista,Shivam Nair,India,12/31/2019,2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies"
s6247,Movie,Barsaat,Rajkumar Santoshi,India,4/1/2018,1995,TV-PG,166 min,"Action & Adventure, International Movies, Music & Musicals"
s4176,Movie,Close,Not Given,United Kingdom,1/18/2019,2019,TV-MA,95 min,"Action & Adventure, International Movies"
s4519,TV Show,The Haunting of Hill House,Not Given,United States,10/12/2018,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s8016,TV Show,Sid the Science Kid,Not Given,United States,3/31/2020,2008,TV-Y,1 Season,Kids' TV
s8160,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,United States,1/1/2020,1991,PG,88 min,"Children & Family Movies, Comedies"
s764,TV Show,Sweet Tooth,Not Given,United States,6/4/2021,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s1084,Movie,The Stand-In,Jamie Babbit,United States,4/10/2021,2020,R,102 min,Comedies
s4963,Movie,Sofía Niño de Rivera: Selección Natural,"Raúl Campos, Jan Suter",Mexico,3/30/2018,2018,TV-MA,62 min,Stand-Up Comedy
s3688,TV Show,Yummy Mummies,Not Given,Australia,7/3/2019,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV"
s2950,Movie,Uppity: The Willy T. Ribbs Story,"Nate Adams, Adam Carolla",United States,2/5/2020,2020,TV-MA,106 min,"Documentaries, Sports Movies"
s5644,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,United States,1/6/2017,2013,TV-Y7,22 min,Children & Family Movies
s8278,TV Show,The Devil Is a Part-Timer!,Not Given,Japan,4/1/2019,2013,TV-14,1 Season,Anime Series
s2768,TV Show,Ozark,Not Given,United States,3/27/2020,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
s8320,Movie,The Ghost Who Walks,Cody Stokes,United States,4/7/2020,2019,TV-MA,107 min,"Dramas, Independent Movies, Thrillers"
s6706,Movie,Esperando La Carroza,Alejandro Doria,Argentina,7/15/2018,1985,NR,95 min,"Comedies, Cult Movies, International Movies"
s7858,Movie,Resident Evil: Afterlife,Paul W.S. Anderson,Germany,1/1/2020,2010,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s1522,Movie,Rabun,Yasmin Ahmad,Malaysia,12/18/2020,2004,TV-PG,85 min,"Dramas, Independent Movies, International Movies"
s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,India,4/17/2021,2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals"
s7778,TV Show,Power Rangers Super Megaforce,Not Given,Pakistan,1/1/2016,2014,TV-Y7,1 Season,Kids' TV
s1702,TV Show,American Horror Story,Not Given,United States,11/13/2020,2019,TV-MA,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers"
s2993,TV Show,Sons of the Caliphate,Not Given,Nigeria,1/24/2020,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas"
s4245,Movie,Tim Allen: Men Are Pigs,Ellen Brown,United States,12/31/2018,1990,TV-MA,30 min,Stand-Up Comedy
s7475,Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,7/26/2018,2015,R,109 min,"Dramas, Independent Movies"
s75,TV Show,The World's Most Amazing Vacation Rentals,Not Given,Pakistan,9/14/2021,2021,TV-PG,2 Seasons,Reality TV
s4499,TV Show,Project S The Series,Not Given,Thailand,10/19/2018,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows"
s1778,Movie,Kaali Khuhi,Terrie Samundra,India,10/30/2020,2020,TV-14,91 min,"Horror Movies, International Movies"
s1751,TV Show,Dawson's Creek,Not Given,United States,11/1/2020,2002,TV-14,6 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows"
s3865,TV Show,Flinch,Not Given,United Kingdom,5/3/2019,2019,TV-PG,1 Season,Reality TV
s1230,TV Show,My Way,Not Given,Egypt,3/6/2021,2015,TV-14,1 Season,"International TV Shows, TV Dramas"
s2376,Movie,The Blazing Sun,Youssef Chahine,Egypt,6/18/2020,1954,TV-14,116 min,"Classic Movies, Dramas, International Movies"
s4309,TV Show,The Innocent Man,Not Given,United States,12/14/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s4457,Movie,Raja Natwarlal,Kunal Deshmukh,India,11/1/2018,2014,TV-14,131 min,"Dramas, International Movies, Thrillers"
s4640,TV Show,Norm Macdonald Has a Show,Not Given,United States,9/14/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s7055,TV Show,Idiotest,Not Given,United States,12/15/2018,2014,TV-PG,1 Season,"Reality TV, TV Comedies"
s4880,TV Show,Kong: King of the Apes,Not Given,United States,5/4/2018,2018,TV-Y7,2 Seasons,Kids' TV
s8676,Movie,Victor,Brandon Dickerson,United States,7/24/2017,2015,PG-13,110 min,Dramas
s3362,TV Show,Tunnel,Not Given,Pakistan,10/30/2019,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s7141,TV Show,Jonathan Strange & Mr Norrell,Toby Haynes,United Kingdom,8/25/2016,2015,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s2170,Movie,Sam Jay: 3 In The Morning,Kristian Mercado,United States,8/4/2020,2020,TV-MA,64 min,Stand-Up Comedy
s6913,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,India,3/1/2018,2000,TV-14,158 min,"Dramas, International Movies, Music & Musicals"
s980,Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa",Turkey,4/23/2021,2013,TV-MA,102 min,"Comedies, International Movies"
s6397,Movie,Cézanne et moi,Daniele Thompson,Belgium,9/7/2017,2016,R,114 min,"Dramas, Independent Movies, International Movies"
s7840,Movie,Rebel Without a Cause,Nicholas Ray,United States,11/1/2019,1955,PG-13,111 min,"Classic Movies, Dramas"
s614,Movie,Voiceless,Robert O. Peters,Nigeria,7/1/2021,2020,TV-MA,112 min,"Dramas, International Movies, Thrillers"
s8704,Movie,We Are Your Friends,Max Joseph,United Kingdom,1/27/2020,2015,R,96 min,"Dramas, Independent Movies, Music & Musicals"
s3181,Movie,A Christmas Prince: The Royal Baby,John Schultz,United States,12/5/2019,2019,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies"
s6862,Movie,God's Not Dead,Harold Cronk,United States,4/1/2020,2014,PG,113 min,"Dramas, Faith & Spirituality"
s7285,Movie,Legendary Weapons of China,Chia-Liang Liu,Hong Kong,8/16/2018,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies"
s2798,TV Show,Vampires,Not Given,France,3/20/2020,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s5959,Movie,9,Shane Acker,United States,11/16/2017,2009,PG-13,80 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy"
s2169,TV Show,Mystery Lab,Not Given,Brazil,8/4/2020,2020,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
s7304,Movie,Lifeline,Johnnie To,Hong Kong,8/16/2018,1997,TV-14,104 min,"Action & Adventure, International Movies"
s568,Movie,Congo,Frank Marshall,United States,7/1/2021,1995,PG-13,108 min,"Action & Adventure, Thrillers"
s5555,TV Show,Five Came Back,Laurent Bouzereau,Not Given,3/31/2017,2017,TV-MA,1 Season,Docuseries
s5442,Movie,The Wishing Tree,Manika Sharma,India,6/5/2017,2017,TV-14,117 min,"Children & Family Movies, Dramas, Music & Musicals"
s7,Movie,My Little Pony: A New Generation,"Robert Cullen, José Luis Ucha",Not Given,9/24/2021,2021,PG,91 min,Children & Family Movies
s323,TV Show,You're My Destiny,Not Given,Taiwan,8/3/2021,2008,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s7843,TV Show,Rectify,Not Given,United States,3/4/2017,2016,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s4623,TV Show,Reboot: The Guardian Code,Not Given,Canada,9/28/2018,2018,TV-Y7,2 Seasons,Kids' TV
s6719,TV Show,Exclusive Edition,James Lee,Not Given,8/14/2017,2008,TV-14,1 Season,"International TV Shows, TV Dramas"
s6449,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto",United States,11/23/2019,1973,G,94 min,"Children & Family Movies, Classic Movies"
s8785,Movie,Yoko and His Friends,Not Given,Russia,6/23/2018,2015,TV-Y,78 min,Children & Family Movies
s6036,Movie,A Flying Jatt,Remo D'Souza,India,11/15/2017,2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s5216,TV Show,In Laws,Not Given,Pakistan,10/16/2017,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,India,12/31/2019,2006,TV-14,148 min,"Comedies, International Movies"
s7159,Movie,Kaabil,Sanjay Gupta,India,6/25/2017,2017,TV-14,139 min,"Dramas, International Movies"
s261,TV Show,The Defeated,Not Given,Pakistan,8/18/2021,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6026,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi",Pakistan,5/15/2019,2018,TV-PG,137 min,"Comedies, International Movies, Music & Musicals"
s1614,Movie,Effie Gray,Richard Laxton,United Kingdom,12/1/2020,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies"
s3340,TV Show,"Love, Chunibyo & Other Delusions!",Not Given,Japan,11/1/2019,2014,TV-PG,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows"
s2348,Movie,Kappela,Musthafa,India,6/22/2020,2020,TV-14,112 min,"Dramas, Independent Movies, International Movies"
s6457,TV Show,Cheers,Not Given,United States,7/1/2017,1992,TV-PG,11 Seasons,"Classic & Cult TV, TV Comedies"
s3363,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,United States,10/29/2019,2019,TV-MA,63 min,Stand-Up Comedy
s229,Movie,The November Man,Roger Donaldson,United States,8/25/2021,2014,R,108 min,Action & Adventure
s2289,Movie,Shaitan,Bejoy Nambiar,India,7/5/2020,2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies"
s5615,Movie,Daniel Sosa: Sosafado,"Raúl Campos, Jan Suter",Mexico,2/3/2017,2017,TV-MA,78 min,Stand-Up Comedy
s6111,Movie,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Spain,8/18/2018,2018,TV-MA,102 min,"Documentaries, International Movies, Music & Musicals"
s8757,Movie,Woodstock,Barak Goodman,United States,8/13/2019,2019,TV-MA,97 min,"Documentaries, Music & Musicals"
s20,TV Show,Jaguar,Not Given,Pakistan,9/22/2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s6957,Movie,Hell or High Water,David Mackenzie,United States,1/1/2019,2016,R,102 min,"Dramas, Independent Movies"
s8710,Movie,Weather forecast,Antoni Krauze,Poland,10/1/2019,1983,TV-MA,91 min,"Dramas, International Movies"
s7574,TV Show,Nature's Great Race,Not Given,United Kingdom,10/1/2017,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s252,Movie,Like Crazy,Drake Doremus,United States,8/19/2021,2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies"
s5667,Movie,Eddie - Strongman,Matt Bell,United Kingdom,12/15/2016,2015,TV-MA,98 min,"Documentaries, Sports Movies"
s3972,TV Show,Ainori Love Wagon: Asian Journey,Not Given,Japan,3/28/2019,2018,TV-MA,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows"
s8366,Movie,The Invention of Lying,"Ricky Gervais, Matthew Robinson",United States,1/1/2020,2009,PG-13,99 min,"Comedies, Romantic Movies"
s1354,Movie,Beverly Hills Ninja,Dennis Dugan,United States,2/1/2021,1997,PG-13,89 min,"Action & Adventure, Comedies"
s6866,Movie,Golden Time,Takuya Inaba,Japan,11/1/2017,2013,TV-Y,22 min,"International Movies, Sci-Fi & Fantasy"
s6631,Movie,Don't Knock Twice,Caradog W. James,United Kingdom,2/8/2019,2016,R,93 min,"Horror Movies, International Movies"
s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,9/1/2021,2005,TV-14,109 min,"Action & Adventure, International Movies"
s1053,Movie,The Master,Paul Thomas Anderson,United States,4/15/2021,2012,R,137 min,"Dramas, Independent Movies"
s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,Japan,9/15/2021,2004,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies"
s2899,Movie,Yeh Ballet,Sooni Taraporevala,India,2/21/2020,2020,TV-MA,117 min,"Dramas, International Movies"
s6198,Movie,Auschwitz: Blueprints of Genocide,Mike Rossiter,United Kingdom,1/19/2019,1994,TV-PG,49 min,Documentaries
s7004,Movie,Hot Bot,Michael Polish,United States,3/1/2016,2016,NR,93 min,Comedies
s6760,Movie,First Kill,Steven C. Miller,United Kingdom,9/1/2019,2017,R,102 min,Action & Adventure
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,India,4/1/2018,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies"
s8534,TV Show,The Traffickers,Not Given,United States,1/22/2018,2016,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s4601,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",India,10/1/2018,2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals"
s8376,Movie,The Keeping Hours,Karen Moncrieff,United States,9/1/2018,2017,PG-13,95 min,"Dramas, Thrillers"
s5957,Movie,Just Another Love Story,Ole Bornedal,Denmark,5/5/2009,2007,TV-MA,104 min,"Dramas, International Movies"
s715,TV Show,Beyond Evil,Not Given,Pakistan,6/15/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers"
s8756,TV Show,Women Behind Bars,Not Given,United States,11/1/2016,2010,TV-14,3 Seasons,"Crime TV Shows, Docuseries"
s7117,Movie,Jake's Buccaneer Blast,Not Given,Pakistan,8/6/2017,2014,TV-Y,22 min,Movies
s5348,TV Show,Bountiful Blessings,Not Given,Singapore,8/1/2017,2011,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
s1013,TV Show,Luis Miguel - The Series,Not Given,Mexico,4/19/2021,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s7312,Movie,Little Dragon Maiden,Hua Shan,Hong Kong,8/1/2018,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies"
s8065,TV Show,Spartacus,Not Given,United States,2/1/2015,2013,TV-MA,4 Seasons,"TV Action & Adventure, TV Dramas"
s4868,TV Show,Evil Genius,"Trey Borzillieri, Barbara Schroeder",United States,5/11/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries"
s6654,Movie,Dukhtar,Afia Nathaniel,Pakistan,9/1/2016,2014,TV-14,93 min,"Dramas, Independent Movies, International Movies"
s6917,Movie,Hank: Five Years from the Brink,Joe Berlinger,United States,8/25/2018,2013,TV-14,86 min,Documentaries
s5698,Movie,Across Grace Alley,Ralph Macchio,United States,12/1/2016,2013,TV-PG,24 min,Dramas
s8615,Movie,Trainspotting,Danny Boyle,United Kingdom,10/1/2019,1996,R,94 min,"Comedies, Cult Movies, Dramas"
s6925,Movie,Hard Tide,"Robert Osman, Nathanael Wiseman",United Kingdom,9/6/2017,2015,TV-MA,79 min,"Dramas, Independent Movies"
s8358,TV Show,The Inbetweeners,Not Given,United Kingdom,1/1/2018,2010,TV-MA,3 Seasons,"British TV Shows, TV Comedies"
s4166,Movie,Animas,"Laura Alvea, José Ortuño",Spain,1/25/2019,2018,TV-MA,88 min,"Horror Movies, International Movies"
s3289,TV Show,Chief of Staff,Not Given,South Korea,11/12/2019,2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Dramas"
s5550,Movie,Salaakhen,A. Salaam,India,4/1/2017,1975,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals"
s8403,Movie,The Longshots,Fred Durst,United States,1/30/2019,2008,PG,95 min,"Comedies, Dramas, Sports Movies"
s1998,Movie,The Take,James Watkins,United Kingdom,9/16/2020,2016,R,92 min,"Action & Adventure, International Movies"
s7177,TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,United States,2/22/2017,2014,TV-PG,1 Season,Docuseries
s601,Movie,The Game,David Fincher,United States,7/1/2021,1997,R,129 min,Thrillers
s7625,TV Show,Nuestra Lucha Libre,Not Given,Pakistan,8/15/2018,2018,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,Japan,4/2/2020,2019,TV-PG,91 min,"Anime Features, International Movies, Sci-Fi & Fantasy"
s4,TV Show,Jailbirds New Orleans,Not Given,Pakistan,9/24/2021,2021,TV-MA,1 Season,"Docuseries, Reality TV"
s2898,Movie,The Last Thing He Wanted,Dee Rees,United States,2/21/2020,2020,R,116 min,"Dramas, Thrillers"
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Not Given,6/15/2018,2018,TV-G,48 min,"Documentaries, International Movies"
s5703,Movie,Rainbow Time,Linas Phillips,United States,12/1/2016,2016,TV-MA,92 min,"Comedies, Dramas, Independent Movies"
s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent",United States,12/1/2017,1980,TV-14,149 min,Dramas
s6300,Movie,Bhoot,Ram Gopal Varma,India,12/31/2019,2003,TV-MA,114 min,"Horror Movies, International Movies, Thrillers"
s7167,Movie,Kaleidoscope,Rupert Jones,United Kingdom,5/8/2018,2016,TV-MA,99 min,Thrillers
s3123,TV Show,Soundtrack,Not Given,United States,12/18/2019,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas"
s1386,TV Show,Demon Slayer: Kimetsu no Yaiba,Not Given,Japan,1/22/2021,2019,TV-14,1 Season,"Anime Series, International TV Shows"
s7207,Movie,Kilo Two Bravo,Paul Katis,United Kingdom,3/1/2019,2014,R,109 min,"Dramas, Independent Movies, Thrillers"
s6916,Movie,Hangman,Johnny Martin,United States,5/6/2020,2017,R,99 min,Thrillers
s8778,Movie,Yes or No,Saratswadee Wongsomphet,Thailand,12/6/2018,2010,TV-PG,111 min,"International Movies, LGBTQ Movies, Romantic Movies"
s2001,Movie,Michael McIntyre: Showman,Chris Howe,United Kingdom,9/15/2020,2020,TV-MA,63 min,Stand-Up Comedy
s8711,TV Show,Weeds,Not Given,United States,4/1/2014,2012,TV-MA,8 Seasons,"TV Comedies, TV Dramas"
s7816,TV Show,Rab Se Sohna Isshq,Not Given,Pakistan,6/1/2017,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s3071,Movie,Posesif,Edwin,Indonesia,1/1/2020,2017,TV-MA,102 min,"Dramas, International Movies, Romantic Movies"
s2250,TV Show,The Epic Tales of Captain Underpants in Space,Not Given,United States,7/10/2020,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s1715,Movie,Prom Night,Nelson McCormick,United States,11/12/2020,2008,PG-13,88 min,Horror Movies
s40,TV Show,Chhota Bheem,Rajiv Chilaka,India,9/16/2021,2021,TV-Y7,3 Seasons,Kids' TV
s8471,Movie,The Push,"Grant Korgan, Brian Niles",United States,6/7/2019,2018,TV-MA,90 min,"Documentaries, Sports Movies"
s1108,Movie,God Calling,BB Sasore,Nigeria,4/2/2021,2018,TV-MA,120 min,"Dramas, Faith & Spirituality, International Movies"
s3505,TV Show,Fastest Car,Not Given,United States,9/20/2019,2019,TV-MA,2 Seasons,Reality TV
s7246,TV Show,Kurt Seyit & Sura,Not Given,Turkey,12/26/2016,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,United States,2/26/2019,2006,TV-MA,61 min,Stand-Up Comedy
s5786,TV Show,VeggieTales in the House,Not Given,United States,9/23/2016,2016,TV-Y,4 Seasons,Kids' TV
s4825,TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,6/18/2018,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s116,Movie,Bright Star,Jane Campion,United Kingdom,9/2/2021,2009,PG,119 min,"Dramas, Romantic Movies"
s5342,Movie,Enter the Warriors Gate,Matthias Hoene,France,8/5/2017,2016,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s7562,Movie,National Bird,Sonia Kennebeck,United States,5/8/2017,2016,TV-MA,92 min,Documentaries
s2301,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,Ghana,7/3/2020,2019,TV-MA,148 min,"Comedies, Dramas, International Movies"
s4879,Movie,Forgive Us Our Debts,Antonio Morabito,Italy,5/4/2018,2018,TV-MA,105 min,"Dramas, International Movies"
s3897,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,Not Given,4/19/2019,2019,TV-14,77 min,Documentaries
s1179,Movie,Jiu Jitsu,Dimitri Logothetis,United States,3/20/2021,2020,R,102 min,Action & Adventure
s6937,Movie,Haseena Maan Jaayegi,David Dhawan,India,3/1/2018,1999,TV-PG,151 min,"Action & Adventure, Comedies, Dramas"
s4891,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,United States,5/1/2018,2018,TV-MA,65 min,Stand-Up Comedy
s2650,Movie,This Earth of Mankind,Hanung Bramantyo,Indonesia,4/23/2020,2019,TV-14,180 min,"Dramas, International Movies"
s4991,Movie,Stretch Armstrong: The Breakout,Victor Cook,United States,3/13/2018,2018,TV-Y7,104 min,Children & Family Movies
s7349,TV Show,Love Rain,Not Given,South Korea,5/1/2018,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s8100,Movie,Straight Up,James Sweeney,United States,6/26/2020,2020,TV-MA,96 min,"Comedies, Independent Movies, LGBTQ Movies"
s8544,Movie,The Unborn Child,Poj Arnon,Thailand,7/30/2018,2011,TV-MA,93 min,"Horror Movies, International Movies"
s6858,TV Show,Glowing Embers,Not Given,Pakistan,8/14/2017,2010,TV-14,1 Season,"International TV Shows, TV Dramas"
s5437,TV Show,My Little Baby,Not Given,South Korea,6/10/2017,2016,TV-PG,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
s7610,Movie,NOVA: Holocaust Escape Tunnel,"Paula Apsell, Kirk Wolfinger",United States,7/1/2019,2017,TV-14,54 min,Documentaries
s3429,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,United States,10/11/2019,2019,TV-MA,123 min,"Dramas, Thrillers"
s7284,Movie,Legend of the Naga Pearls,Yang Lei,China,3/30/2018,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s7636,Movie,Océans,"Jacques Perrin, Jacques Cluzaud",France,9/19/2019,2009,G,84 min,"Documentaries, International Movies"
s2881,TV Show,I Am Not Okay With This,Not Given,United States,2/26/2020,2020,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy"
s2853,Movie,W.E.,Madonna,United Kingdom,3/3/2020,2011,R,119 min,"Dramas, Romantic Movies"
s1228,TV Show,Bombay Begums,Not Given,India,3/8/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas"
s5870,TV Show,Turbo FAST,Not Given,United States,2/5/2016,2016,TV-Y7,3 Seasons,Kids' TV
s1138,Movie,The Knight and the Princess,Bashir El Deek,Egypt,4/1/2021,2019,TV-PG,96 min,"Action & Adventure, International Movies, Music & Musicals"
s2924,TV Show,Sleepless Society: Insomnia,"Pantham Thongsang, Cheewatan Pusitsuksa",Thailand,2/13/2020,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s5352,Movie,Handsome Devil,John Butler,Ireland,8/1/2017,2016,TV-MA,95 min,"Comedies, Dramas, International Movies"
s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez",Not Given,1/6/2021,2021,TV-MA,76 min,"Documentaries, International Movies, Music & Musicals"
s3080,TV Show,ARASHI's Diary -Voyage-,Not Given,Japan,12/31/2019,2019,TV-PG,1 Season,"Docuseries, International TV Shows"
s5796,Movie,The White Helmets,Orlando von Einsiedel,United Kingdom,9/16/2016,2016,TV-PG,41 min,Documentaries
s8489,Movie,The River Thief,N.D. Wilson,United States,1/14/2017,2016,NR,87 min,"Dramas, Independent Movies"
s8117,Movie,Suite Française,Saul Dibb,United Kingdom,6/5/2017,2014,TV-MA,107 min,"Dramas, International Movies, Romantic Movies"
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer",Not Given,5/23/2019,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies"
s1736,Movie,One More Try,Ruel S. Bayani,Philippines,11/5/2020,2012,TV-14,102 min,"Dramas, International Movies, Romantic Movies"
s8591,Movie,Tikli and Laxmi Bomb,Aditya Kripalani,India,8/1/2018,2017,TV-MA,151 min,"Dramas, International Movies"
s3678,TV Show,True Tunes,Not Given,Pakistan,7/12/2019,2019,TV-Y,1 Season,Kids' TV
s7075,Movie,Indiscretion,John Stewart Muller,United States,2/1/2017,2016,TV-MA,99 min,"Dramas, Thrillers"
s1518,Movie,Ma Rainey's Black Bottom,George C. Wolfe,United States,12/18/2020,2020,R,94 min,"Dramas, Music & Musicals"
